,Aspect,Document,Sentiment,Dataset
1111,FOOD#QUALITY,Good food.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1114,FOOD#QUALITY,I have never had cheescake like this.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1115,FOOD#QUALITY,I thought I had died and gone to heaven.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1118,FOOD#QUALITY,The food is great and they have a good selecion of wines at reasonable prices.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1123,FOOD#QUALITY,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1125,FOOD#QUALITY,"i've been to sapphire twice and both times the food was fine, if not good.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1126,FOOD#QUALITY,"stick with the chicken, beef, and lamb dishes.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1131,FOOD#QUALITY,skip dessert.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1132,FOOD#QUALITY,Best Reuben sandwich ever!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1133,FOOD#QUALITY,A classic!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1138,FOOD#QUALITY,"The food was not fresh, the sauces were bland and very oily.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1139,FOOD#QUALITY,It just wasn't Thai.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1141,FOOD#QUALITY,Was surprisingly disappointed.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1142,FOOD#QUALITY,Pizza was a little soggy.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1143,FOOD#QUALITY,Ravioli was good...but I have to say that I found everything a bit overpriced.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1146,FOOD#QUALITY,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1148,FOOD#QUALITY,Authentic Pakistani food.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1151,FOOD#QUALITY,"Just straight up cheap, good food.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1153,FOOD#QUALITY,The best pad thai i've ever had.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1157,FOOD#QUALITY,The food was actually aweful.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1158,FOOD#QUALITY,I'm not picky - but it was actually gross.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1159,FOOD#QUALITY,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1164,FOOD#QUALITY,"The food is amazing, rich pastas and fresh doughy pizza.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1173,FOOD#QUALITY,This is an amazing place to try some roti rolls.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1174,FOOD#QUALITY,I really recommend the very simple Unda (Egg) rolls.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1175,FOOD#QUALITY,"Delicate spices, onions, eggs and a kick-ass roti.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1176,FOOD#QUALITY,Amazing!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1178,FOOD#QUALITY,The food's as good as ever.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1179,FOOD#QUALITY,"In an area sadly lacking in decent Thai food, this is one of the best spots.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1184,FOOD#QUALITY,Best drumsticks over rice and sour spicy soup in town!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1185,FOOD#QUALITY,Beef noodle soup is good as well.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1187,FOOD#QUALITY,Best Taiwanese food in NY!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1198,FOOD#QUALITY,"Excellent dumplings served amid clean, chic decor.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1199,FOOD#QUALITY,"I got the $10 10-piece dim sum combo, every bite of which was great.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1205,FOOD#QUALITY,The food was delicious but do not come here on a empty stomach.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1207,FOOD#QUALITY,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1210,FOOD#QUALITY,Great Indian food and the service is incredible.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1214,FOOD#QUALITY,Great food and the prices are very reasonable.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1216,FOOD#QUALITY,The food here does a great service to the name (Cantonese that is...).,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1217,FOOD#QUALITY,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1218,FOOD#QUALITY,This dish is my favorite and I always get it when I go there and never get tired of it.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1219,FOOD#QUALITY,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1220,FOOD#QUALITY,Simply some good tasting Chinese food at incredible prices...,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1229,FOOD#QUALITY,Consistently good Japanese Tapas.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1234,FOOD#QUALITY,Yakitori (bbq meats) is tasty too.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1237,FOOD#QUALITY,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1239,FOOD#QUALITY,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1253,FOOD#QUALITY,The food is okay and the prices here are mediocre.,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1256,FOOD#QUALITY,Baluchi's has solid food and a nice decor at reasonable prices.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1262,FOOD#QUALITY,I have never before eaten 40 pieces of relatively good nigiri.,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1272,FOOD#QUALITY,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1276,FOOD#QUALITY,The food is great.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1283,FOOD#QUALITY,The pizza was pretty good and huge.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1287,FOOD#QUALITY,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1288,FOOD#QUALITY,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1291,FOOD#QUALITY,"La Rosa waltzes in, and I think they are doing it the best.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1303,FOOD#QUALITY,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1311,FOOD#QUALITY,I have to say I have never had a disapointing meal here.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1312,FOOD#QUALITY,We could have made a meal of the yummy dumplings from the dumpling menu.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1313,FOOD#QUALITY,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1317,FOOD#QUALITY,Great food.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1319,FOOD#QUALITY,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1321,FOOD#QUALITY,The food here was mediocre at best.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1324,FOOD#QUALITY,Tasty Dog!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1325,FOOD#QUALITY,"An awesome organic dog, and a conscious eco friendly establishment.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1326,FOOD#QUALITY,One of the best hot dogs I have ever eaten.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1329,FOOD#QUALITY,But the best pork souvlaki I ever had is the main thing.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1332,FOOD#QUALITY,Super YUMMY Pizza!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1334,FOOD#QUALITY,"I LOOOVE their eggplant pizza, as well as their pastas!",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1342,FOOD#QUALITY,"Reliable, Fresh Sushi",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1344,FOOD#QUALITY,The sashimi is always fresh and the rolls are innovative and delicious.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1349,FOOD#QUALITY,Best. Sushi. Ever.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1350,FOOD#QUALITY,This place has ruined me for neighborhood sushi.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1351,FOOD#QUALITY,"Creative, consistent, fresh.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1352,FOOD#QUALITY,"Excellent sashimi, and the millennium roll is beyond delicious.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1357,FOOD#QUALITY,not only is the food,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1366,FOOD#QUALITY,Good food: my favorite is the seafood spaghetti.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1368,FOOD#QUALITY,Excellent food for great prices,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1375,FOOD#QUALITY,i love their chicken pasta cant remember the name but is sooo good,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1378,FOOD#QUALITY,"lobster was good, nothing spectacular.",neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1385,FOOD#QUALITY,I wasn't here for the pizza so I can't comment on that yet but what I had was very good.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1389,FOOD#QUALITY,I ordered the vitello alla marsala and I was pretty impressed.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1390,FOOD#QUALITY,The veal and the mushrooms were cooked perfectly.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1391,FOOD#QUALITY,The potato balls were not dry at all... in fact it was buttery.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1398,FOOD#QUALITY,the food is always fresh ...,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1402,FOOD#QUALITY,food was luke warm.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1407,FOOD#QUALITY,"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1409,FOOD#QUALITY,"Red Dragon Roll - my favorite thing to eat, of any food group - hands down",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1411,FOOD#QUALITY,"If you don't like it, I don't know what to tell you.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1412,FOOD#QUALITY,The Seafood Dynamite is also otherworldly.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1413,FOOD#QUALITY,I'm not even going to bother to describe it; it speaks for itself.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1414,FOOD#QUALITY,Favorite Sushi in NYC,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1419,FOOD#QUALITY,"The Dancing, White River and Millenium rolls are musts.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1422,FOOD#QUALITY,Gross food – Wow-,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1423,FOOD#QUALITY,I can't remember the last time I had such gross food in New York.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1424,FOOD#QUALITY,My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1425,FOOD#QUALITY,And $11 for a plate of bland guacamole?,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1432,FOOD#QUALITY,Great Indian Food!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1435,FOOD#QUALITY,"The food was good, the place was clean and affordable.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1446,FOOD#QUALITY,Food was OK.,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1451,FOOD#QUALITY,MMMMMMMMMmmmmmm so delicious,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1453,FOOD#QUALITY,Watch the talented belly dancers as you enjoy delicious baba ganoush that's more lemony than smoky.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1458,FOOD#QUALITY,The omlette for brunch is great...,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1459,FOOD#QUALITY,"the spinach is fresh, definately not frozen...",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1460,FOOD#QUALITY,"quacamole at pacifico is yummy, as are the wings with chimmichuri.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1461,FOOD#QUALITY,A weakness is the chicken in the salads.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1462,FOOD#QUALITY,"It's just average, just shredded, no seasoning on it.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1463,FOOD#QUALITY,"Also, I personally wasn't a fan of the portobello and asparagus mole.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1464,FOOD#QUALITY,"Overall, decent food at a good price, with friendly people.",neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1467,FOOD#QUALITY,This small Astoria souvlaki spot makes what many consider the best gyros in New York.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1469,FOOD#QUALITY,"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1470,FOOD#QUALITY,"All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1473,FOOD#QUALITY,"Great food, amazing service, this place is a class act.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1474,FOOD#QUALITY,The veal was incredible last night.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1475,FOOD#QUALITY,"Fresh, mind blowing flavors.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1479,FOOD#QUALITY,"Delicious, creative and fun.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1486,FOOD#QUALITY,I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1501,FOOD#QUALITY,The stuff tilapia was horrid...tasted like cardboard.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1502,FOOD#QUALITY,"We thought the dessert would be better, Wrong!",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1510,FOOD#QUALITY,"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1511,FOOD#QUALITY,"However, our main course was wonderful.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1512,FOOD#QUALITY,I had fish and my husband had the filet - both of which exceeded our expectations.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1513,FOOD#QUALITY,"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1520,FOOD#QUALITY,The food was ok and fair nothing to go crazy.,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1526,FOOD#QUALITY,Subtle food and service,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1534,FOOD#QUALITY,amazing fresh dogs but best of all endless toppings!!!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1542,FOOD#QUALITY,"Food took some time to prepare, all worth waiting for.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1546,FOOD#QUALITY,Maggot in the food!,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1549,FOOD#QUALITY,"Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1555,FOOD#QUALITY,"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1558,FOOD#QUALITY,Unhygienic,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1561,FOOD#QUALITY,I got hair in my food 2 times of then !,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1563,FOOD#QUALITY,"The food is flavorful, plentiful and reasonably priced.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1568,FOOD#QUALITY,Sushi experience was unbelievable with my fiance.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1571,FOOD#QUALITY,Good creative rolls!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1573,FOOD#QUALITY,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1574,FOOD#QUALITY,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1575,FOOD#QUALITY,"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
